image,label
000043.jpg,data/labels/000043.txt
002333.jpg,data/labels/002333.txt
003384.jpg,data/labels/003384.txt
000409.jpg,data/labels/000409.txt
000496.jpg,data/labels/000496.txt
000785.jpg,data/labels/000785.txt
001198.jpg,data/labels/001198.txt
003609.jpg,data/labels/003609.txt
002632.jpg,data/labels/002632.txt
003243.jpg,data/labels/003243.txt
001136.jpg,data/labels/001136.txt
000017.jpg,data/labels/000017.txt
003306.jpg,data/labels/003306.txt
002935.jpg,data/labels/002935.txt
002564.jpg,data/labels/002564.txt
001539.jpg,data/labels/001539.txt
001476.jpg,data/labels/001476.txt
000126.jpg,data/labels/000126.txt
002955.jpg,data/labels/002955.txt
003656.jpg,data/labels/003656.txt
003593.jpg,data/labels/003593.txt
003076.jpg,data/labels/003076.txt
000020.jpg,data/labels/000020.txt
003405.jpg,data/labels/003405.txt
000147.jpg,data/labels/000147.txt
000963.jpg,data/labels/000963.txt
000996.jpg,data/labels/000996.txt
003067.jpg,data/labels/003067.txt
003935.jpg,data/labels/003935.txt
001100.jpg,data/labels/001100.txt
000897.jpg,data/labels/000897.txt
000398.jpg,data/labels/000398.txt
001705.jpg,data/labels/001705.txt
001250.jpg,data/labels/001250.txt
003857.jpg,data/labels/003857.txt
002827.jpg,data/labels/002827.txt
002884.jpg,data/labels/002884.txt
003491.jpg,data/labels/003491.txt
000581.jpg,data/labels/000581.txt
001224.jpg,data/labels/001224.txt
000278.jpg,data/labels/000278.txt
000526.jpg,data/labels/000526.txt
003792.jpg,data/labels/003792.txt
000804.jpg,data/labels/000804.txt
000173.jpg,data/labels/000173.txt
001415.jpg,data/labels/001415.txt
000640.jpg,data/labels/000640.txt
003625.jpg,data/labels/003625.txt
001816.jpg,data/labels/001816.txt
000521.jpg,data/labels/000521.txt
002612.jpg,data/labels/002612.txt
002714.jpg,data/labels/002714.txt
003881.jpg,data/labels/003881.txt
003359.jpg,data/labels/003359.txt
000899.jpg,data/labels/000899.txt
001765.jpg,data/labels/001765.txt
002850.jpg,data/labels/002850.txt
001366.jpg,data/labels/001366.txt
000703.jpg,data/labels/000703.txt
001703.jpg,data/labels/001703.txt
003472.jpg,data/labels/003472.txt
001095.jpg,data/labels/001095.txt
003267.jpg,data/labels/003267.txt
003805.jpg,data/labels/003805.txt
000198.jpg,data/labels/000198.txt
002870.jpg,data/labels/002870.txt
001396.jpg,data/labels/001396.txt
003219.jpg,data/labels/003219.txt
000973.jpg,data/labels/000973.txt
002073.jpg,data/labels/002073.txt
001653.jpg,data/labels/001653.txt
002600.jpg,data/labels/002600.txt
003854.jpg,data/labels/003854.txt
002593.jpg,data/labels/002593.txt
000729.jpg,data/labels/000729.txt
002135.jpg,data/labels/002135.txt
000900.jpg,data/labels/000900.txt
003180.jpg,data/labels/003180.txt
000225.jpg,data/labels/000225.txt
002102.jpg,data/labels/002102.txt
003084.jpg,data/labels/003084.txt
003623.jpg,data/labels/003623.txt
002836.jpg,data/labels/002836.txt
001808.jpg,data/labels/001808.txt
003283.jpg,data/labels/003283.txt
003841.jpg,data/labels/003841.txt
002416.jpg,data/labels/002416.txt
000140.jpg,data/labels/000140.txt
000671.jpg,data/labels/000671.txt
001563.jpg,data/labels/001563.txt
000418.jpg,data/labels/000418.txt
001606.jpg,data/labels/001606.txt
003367.jpg,data/labels/003367.txt
003402.jpg,data/labels/003402.txt
000877.jpg,data/labels/000877.txt
000021.jpg,data/labels/000021.txt
003614.jpg,data/labels/003614.txt
000227.jpg,data/labels/000227.txt
001406.jpg,data/labels/001406.txt
000442.jpg,data/labels/000442.txt
003229.jpg,data/labels/003229.txt
002833.jpg,data/labels/002833.txt
003477.jpg,data/labels/003477.txt
001344.jpg,data/labels/001344.txt
000964.jpg,data/labels/000964.txt
003759.jpg,data/labels/003759.txt
003403.jpg,data/labels/003403.txt
001742.jpg,data/labels/001742.txt
001800.jpg,data/labels/001800.txt
002268.jpg,data/labels/002268.txt
003344.jpg,data/labels/003344.txt
001401.jpg,data/labels/001401.txt
000343.jpg,data/labels/000343.txt
003106.jpg,data/labels/003106.txt
001404.jpg,data/labels/001404.txt
003198.jpg,data/labels/003198.txt
001771.jpg,data/labels/001771.txt
001627.jpg,data/labels/001627.txt
003255.jpg,data/labels/003255.txt
000121.jpg,data/labels/000121.txt
003200.jpg,data/labels/003200.txt
001238.jpg,data/labels/001238.txt
003875.jpg,data/labels/003875.txt
003169.jpg,data/labels/003169.txt
003628.jpg,data/labels/003628.txt
003481.jpg,data/labels/003481.txt
002177.jpg,data/labels/002177.txt
002036.jpg,data/labels/002036.txt
003771.jpg,data/labels/003771.txt
000525.jpg,data/labels/000525.txt
002146.jpg,data/labels/002146.txt
002104.jpg,data/labels/002104.txt
000988.jpg,data/labels/000988.txt
003389.jpg,data/labels/003389.txt
003633.jpg,data/labels/003633.txt
003288.jpg,data/labels/003288.txt
002876.jpg,data/labels/002876.txt
002843.jpg,data/labels/002843.txt
002147.jpg,data/labels/002147.txt
003251.jpg,data/labels/003251.txt
003358.jpg,data/labels/003358.txt
002024.jpg,data/labels/002024.txt
003684.jpg,data/labels/003684.txt
000185.jpg,data/labels/000185.txt
002743.jpg,data/labels/002743.txt
000670.jpg,data/labels/000670.txt
000596.jpg,data/labels/000596.txt
000184.jpg,data/labels/000184.txt
003411.jpg,data/labels/003411.txt
001261.jpg,data/labels/001261.txt
001220.jpg,data/labels/001220.txt
003333.jpg,data/labels/003333.txt
002647.jpg,data/labels/002647.txt
001263.jpg,data/labels/001263.txt
001881.jpg,data/labels/001881.txt
000262.jpg,data/labels/000262.txt
002859.jpg,data/labels/002859.txt
000594.jpg,data/labels/000594.txt
003327.jpg,data/labels/003327.txt
001186.jpg,data/labels/001186.txt
000330.jpg,data/labels/000330.txt
003157.jpg,data/labels/003157.txt
002448.jpg,data/labels/002448.txt
001492.jpg,data/labels/001492.txt
000650.jpg,data/labels/000650.txt
002546.jpg,data/labels/002546.txt
001479.jpg,data/labels/001479.txt
001650.jpg,data/labels/001650.txt
002969.jpg,data/labels/002969.txt
003765.jpg,data/labels/003765.txt
003365.jpg,data/labels/003365.txt
002411.jpg,data/labels/002411.txt
001774.jpg,data/labels/001774.txt
000430.jpg,data/labels/000430.txt
001547.jpg,data/labels/001547.txt
000199.jpg,data/labels/000199.txt
003364.jpg,data/labels/003364.txt
003342.jpg,data/labels/003342.txt
000743.jpg,data/labels/000743.txt
003437.jpg,data/labels/003437.txt
003286.jpg,data/labels/003286.txt
003254.jpg,data/labels/003254.txt
003637.jpg,data/labels/003637.txt
001303.jpg,data/labels/001303.txt
000672.jpg,data/labels/000672.txt
003089.jpg,data/labels/003089.txt
000794.jpg,data/labels/000794.txt
001882.jpg,data/labels/001882.txt
001748.jpg,data/labels/001748.txt
000727.jpg,data/labels/000727.txt
002717.jpg,data/labels/002717.txt
000323.jpg,data/labels/000323.txt
003698.jpg,data/labels/003698.txt
002428.jpg,data/labels/002428.txt
001512.jpg,data/labels/001512.txt
001558.jpg,data/labels/001558.txt
002026.jpg,data/labels/002026.txt
002285.jpg,data/labels/002285.txt
002853.jpg,data/labels/002853.txt
001128.jpg,data/labels/001128.txt
003540.jpg,data/labels/003540.txt
002418.jpg,data/labels/002418.txt
003662.jpg,data/labels/003662.txt
002538.jpg,data/labels/002538.txt
001758.jpg,data/labels/001758.txt
002207.jpg,data/labels/002207.txt
001215.jpg,data/labels/001215.txt
002902.jpg,data/labels/002902.txt
002699.jpg,data/labels/002699.txt
003224.jpg,data/labels/003224.txt
001157.jpg,data/labels/001157.txt
003682.jpg,data/labels/003682.txt
002815.jpg,data/labels/002815.txt
001600.jpg,data/labels/001600.txt
002003.jpg,data/labels/002003.txt
002002.jpg,data/labels/002002.txt
002970.jpg,data/labels/002970.txt
000446.jpg,data/labels/000446.txt
003705.jpg,data/labels/003705.txt
001520.jpg,data/labels/001520.txt
000277.jpg,data/labels/000277.txt
000955.jpg,data/labels/000955.txt
002927.jpg,data/labels/002927.txt
003878.jpg,data/labels/003878.txt
001892.jpg,data/labels/001892.txt
003004.jpg,data/labels/003004.txt
002882.jpg,data/labels/002882.txt
001825.jpg,data/labels/001825.txt
000485.jpg,data/labels/000485.txt
002299.jpg,data/labels/002299.txt
001669.jpg,data/labels/001669.txt
000483.jpg,data/labels/000483.txt
002570.jpg,data/labels/002570.txt
001996.jpg,data/labels/001996.txt
003951.jpg,data/labels/003951.txt
002372.jpg,data/labels/002372.txt
002118.jpg,data/labels/002118.txt
001284.jpg,data/labels/001284.txt
003357.jpg,data/labels/003357.txt
002557.jpg,data/labels/002557.txt
003652.jpg,data/labels/003652.txt
003416.jpg,data/labels/003416.txt
003449.jpg,data/labels/003449.txt
002490.jpg,data/labels/002490.txt
001384.jpg,data/labels/001384.txt
000234.jpg,data/labels/000234.txt
002407.jpg,data/labels/002407.txt
000502.jpg,data/labels/000502.txt
002284.jpg,data/labels/002284.txt
003616.jpg,data/labels/003616.txt
000079.jpg,data/labels/000079.txt
002565.jpg,data/labels/002565.txt
001852.jpg,data/labels/001852.txt
000321.jpg,data/labels/000321.txt
001214.jpg,data/labels/001214.txt
001042.jpg,data/labels/001042.txt
001566.jpg,data/labels/001566.txt
001814.jpg,data/labels/001814.txt
001359.jpg,data/labels/001359.txt
001697.jpg,data/labels/001697.txt
003576.jpg,data/labels/003576.txt
002053.jpg,data/labels/002053.txt
000748.jpg,data/labels/000748.txt
000426.jpg,data/labels/000426.txt
001019.jpg,data/labels/001019.txt
001789.jpg,data/labels/001789.txt
000569.jpg,data/labels/000569.txt
001414.jpg,data/labels/001414.txt
002110.jpg,data/labels/002110.txt
001310.jpg,data/labels/001310.txt
002921.jpg,data/labels/002921.txt
001995.jpg,data/labels/001995.txt
003863.jpg,data/labels/003863.txt
001982.jpg,data/labels/001982.txt
000008.jpg,data/labels/000008.txt
000861.jpg,data/labels/000861.txt
002089.jpg,data/labels/002089.txt
002409.jpg,data/labels/002409.txt
001126.jpg,data/labels/001126.txt
003737.jpg,data/labels/003737.txt
000493.jpg,data/labels/000493.txt
003494.jpg,data/labels/003494.txt
000742.jpg,data/labels/000742.txt
001972.jpg,data/labels/001972.txt
000174.jpg,data/labels/000174.txt
001656.jpg,data/labels/001656.txt
003647.jpg,data/labels/003647.txt
001166.jpg,data/labels/001166.txt
002009.jpg,data/labels/002009.txt
000610.jpg,data/labels/000610.txt
002690.jpg,data/labels/002690.txt
002531.jpg,data/labels/002531.txt
003495.jpg,data/labels/003495.txt
003601.jpg,data/labels/003601.txt
002631.jpg,data/labels/002631.txt
000643.jpg,data/labels/000643.txt
001362.jpg,data/labels/001362.txt
002357.jpg,data/labels/002357.txt
002706.jpg,data/labels/002706.txt
003696.jpg,data/labels/003696.txt
001068.jpg,data/labels/001068.txt
000929.jpg,data/labels/000929.txt
000329.jpg,data/labels/000329.txt
002957.jpg,data/labels/002957.txt
000841.jpg,data/labels/000841.txt
002218.jpg,data/labels/002218.txt
001698.jpg,data/labels/001698.txt
001991.jpg,data/labels/001991.txt
002164.jpg,data/labels/002164.txt
002783.jpg,data/labels/002783.txt
003458.jpg,data/labels/003458.txt
003277.jpg,data/labels/003277.txt
002363.jpg,data/labels/002363.txt
002291.jpg,data/labels/002291.txt
001018.jpg,data/labels/001018.txt
003346.jpg,data/labels/003346.txt
000337.jpg,data/labels/000337.txt
001417.jpg,data/labels/001417.txt
003595.jpg,data/labels/003595.txt
002008.jpg,data/labels/002008.txt
000657.jpg,data/labels/000657.txt
002637.jpg,data/labels/002637.txt
002733.jpg,data/labels/002733.txt
001989.jpg,data/labels/001989.txt
002158.jpg,data/labels/002158.txt
003431.jpg,data/labels/003431.txt
003185.jpg,data/labels/003185.txt
001242.jpg,data/labels/001242.txt
001427.jpg,data/labels/001427.txt
003905.jpg,data/labels/003905.txt
001185.jpg,data/labels/001185.txt
003375.jpg,data/labels/003375.txt
003413.jpg,data/labels/003413.txt
002595.jpg,data/labels/002595.txt
001451.jpg,data/labels/001451.txt
001168.jpg,data/labels/001168.txt
002993.jpg,data/labels/002993.txt
002199.jpg,data/labels/002199.txt
000224.jpg,data/labels/000224.txt
000352.jpg,data/labels/000352.txt
000279.jpg,data/labels/000279.txt
001393.jpg,data/labels/001393.txt
000264.jpg,data/labels/000264.txt
000087.jpg,data/labels/000087.txt
001026.jpg,data/labels/001026.txt
001922.jpg,data/labels/001922.txt
001345.jpg,data/labels/001345.txt
003959.jpg,data/labels/003959.txt
000254.jpg,data/labels/000254.txt
000903.jpg,data/labels/000903.txt
000101.jpg,data/labels/000101.txt
001616.jpg,data/labels/001616.txt
001663.jpg,data/labels/001663.txt
002934.jpg,data/labels/002934.txt
003671.jpg,data/labels/003671.txt
003142.jpg,data/labels/003142.txt
002046.jpg,data/labels/002046.txt
003890.jpg,data/labels/003890.txt
002849.jpg,data/labels/002849.txt
001209.jpg,data/labels/001209.txt
002381.jpg,data/labels/002381.txt
000132.jpg,data/labels/000132.txt
003177.jpg,data/labels/003177.txt
000573.jpg,data/labels/000573.txt
001279.jpg,data/labels/001279.txt
003787.jpg,data/labels/003787.txt
000846.jpg,data/labels/000846.txt
003272.jpg,data/labels/003272.txt
001876.jpg,data/labels/001876.txt
000464.jpg,data/labels/000464.txt
002242.jpg,data/labels/002242.txt
001637.jpg,data/labels/001637.txt
000614.jpg,data/labels/000614.txt
000932.jpg,data/labels/000932.txt
002192.jpg,data/labels/002192.txt
002319.jpg,data/labels/002319.txt
000145.jpg,data/labels/000145.txt
003303.jpg,data/labels/003303.txt
001798.jpg,data/labels/001798.txt
002380.jpg,data/labels/002380.txt
000238.jpg,data/labels/000238.txt
000045.jpg,data/labels/000045.txt
001120.jpg,data/labels/001120.txt
002668.jpg,data/labels/002668.txt
003382.jpg,data/labels/003382.txt
000702.jpg,data/labels/000702.txt
001342.jpg,data/labels/001342.txt
003831.jpg,data/labels/003831.txt
001315.jpg,data/labels/001315.txt
003201.jpg,data/labels/003201.txt
000666.jpg,data/labels/000666.txt
003291.jpg,data/labels/003291.txt
003410.jpg,data/labels/003410.txt
003538.jpg,data/labels/003538.txt
002473.jpg,data/labels/002473.txt
003143.jpg,data/labels/003143.txt
001528.jpg,data/labels/001528.txt
003450.jpg,data/labels/003450.txt
003599.jpg,data/labels/003599.txt
001730.jpg,data/labels/001730.txt
003515.jpg,data/labels/003515.txt
002719.jpg,data/labels/002719.txt
003078.jpg,data/labels/003078.txt
001854.jpg,data/labels/001854.txt
002802.jpg,data/labels/002802.txt
000387.jpg,data/labels/000387.txt
003424.jpg,data/labels/003424.txt
001866.jpg,data/labels/001866.txt
000037.jpg,data/labels/000037.txt
000097.jpg,data/labels/000097.txt
000241.jpg,data/labels/000241.txt
002691.jpg,data/labels/002691.txt
003676.jpg,data/labels/003676.txt
000070.jpg,data/labels/000070.txt
003541.jpg,data/labels/003541.txt
003718.jpg,data/labels/003718.txt
000949.jpg,data/labels/000949.txt
000821.jpg,data/labels/000821.txt
000814.jpg,data/labels/000814.txt
001534.jpg,data/labels/001534.txt
001581.jpg,data/labels/001581.txt
002084.jpg,data/labels/002084.txt
002511.jpg,data/labels/002511.txt
002350.jpg,data/labels/002350.txt
000291.jpg,data/labels/000291.txt
001028.jpg,data/labels/001028.txt
003209.jpg,data/labels/003209.txt
000042.jpg,data/labels/000042.txt
001938.jpg,data/labels/001938.txt
002552.jpg,data/labels/002552.txt
003558.jpg,data/labels/003558.txt
000503.jpg,data/labels/000503.txt
002101.jpg,data/labels/002101.txt
002603.jpg,data/labels/002603.txt
002139.jpg,data/labels/002139.txt
002748.jpg,data/labels/002748.txt
000844.jpg,data/labels/000844.txt
001409.jpg,data/labels/001409.txt
003474.jpg,data/labels/003474.txt
003432.jpg,data/labels/003432.txt
003190.jpg,data/labels/003190.txt
001832.jpg,data/labels/001832.txt
000368.jpg,data/labels/000368.txt
001946.jpg,data/labels/001946.txt
001489.jpg,data/labels/001489.txt
003928.jpg,data/labels/003928.txt
002763.jpg,data/labels/002763.txt
000673.jpg,data/labels/000673.txt
000556.jpg,data/labels/000556.txt
003091.jpg,data/labels/003091.txt
002488.jpg,data/labels/002488.txt
002493.jpg,data/labels/002493.txt
002174.jpg,data/labels/002174.txt
003636.jpg,data/labels/003636.txt
002705.jpg,data/labels/002705.txt
000934.jpg,data/labels/000934.txt
000933.jpg,data/labels/000933.txt
001533.jpg,data/labels/001533.txt
001332.jpg,data/labels/001332.txt
002311.jpg,data/labels/002311.txt
002384.jpg,data/labels/002384.txt
003396.jpg,data/labels/003396.txt
003611.jpg,data/labels/003611.txt
001496.jpg,data/labels/001496.txt
000833.jpg,data/labels/000833.txt
000894.jpg,data/labels/000894.txt
003245.jpg,data/labels/003245.txt
003904.jpg,data/labels/003904.txt
001608.jpg,data/labels/001608.txt
002648.jpg,data/labels/002648.txt
003501.jpg,data/labels/003501.txt
002782.jpg,data/labels/002782.txt
002221.jpg,data/labels/002221.txt
001970.jpg,data/labels/001970.txt
003027.jpg,data/labels/003027.txt
002198.jpg,data/labels/002198.txt
000661.jpg,data/labels/000661.txt
002222.jpg,data/labels/002222.txt
001846.jpg,data/labels/001846.txt
000495.jpg,data/labels/000495.txt
000506.jpg,data/labels/000506.txt
000242.jpg,data/labels/000242.txt
000868.jpg,data/labels/000868.txt
002243.jpg,data/labels/002243.txt
001740.jpg,data/labels/001740.txt
000626.jpg,data/labels/000626.txt
003080.jpg,data/labels/003080.txt
001452.jpg,data/labels/001452.txt
001474.jpg,data/labels/001474.txt
001777.jpg,data/labels/001777.txt
003887.jpg,data/labels/003887.txt
001282.jpg,data/labels/001282.txt
001439.jpg,data/labels/001439.txt
002157.jpg,data/labels/002157.txt
003851.jpg,data/labels/003851.txt
001532.jpg,data/labels/001532.txt
000304.jpg,data/labels/000304.txt
002900.jpg,data/labels/002900.txt
003021.jpg,data/labels/003021.txt
002912.jpg,data/labels/002912.txt
002444.jpg,data/labels/002444.txt
001542.jpg,data/labels/001542.txt
001743.jpg,data/labels/001743.txt
000928.jpg,data/labels/000928.txt
001467.jpg,data/labels/001467.txt
001032.jpg,data/labels/001032.txt
000791.jpg,data/labels/000791.txt
002588.jpg,data/labels/002588.txt
002356.jpg,data/labels/002356.txt
000197.jpg,data/labels/000197.txt
002558.jpg,data/labels/002558.txt
002806.jpg,data/labels/002806.txt
001130.jpg,data/labels/001130.txt
002753.jpg,data/labels/002753.txt
000267.jpg,data/labels/000267.txt
003871.jpg,data/labels/003871.txt
001603.jpg,data/labels/001603.txt
002125.jpg,data/labels/002125.txt
001007.jpg,data/labels/001007.txt
003556.jpg,data/labels/003556.txt
001037.jpg,data/labels/001037.txt
003955.jpg,data/labels/003955.txt
000171.jpg,data/labels/000171.txt
003400.jpg,data/labels/003400.txt
003823.jpg,data/labels/003823.txt
000895.jpg,data/labels/000895.txt
001682.jpg,data/labels/001682.txt
001161.jpg,data/labels/001161.txt
000480.jpg,data/labels/000480.txt
002413.jpg,data/labels/002413.txt
001086.jpg,data/labels/001086.txt
002523.jpg,data/labels/002523.txt
003901.jpg,data/labels/003901.txt
001619.jpg,data/labels/001619.txt
003320.jpg,data/labels/003320.txt
002962.jpg,data/labels/002962.txt
001024.jpg,data/labels/001024.txt
001482.jpg,data/labels/001482.txt
002325.jpg,data/labels/002325.txt
000049.jpg,data/labels/000049.txt
000196.jpg,data/labels/000196.txt
001005.jpg,data/labels/001005.txt
000407.jpg,data/labels/000407.txt
000787.jpg,data/labels/000787.txt
003292.jpg,data/labels/003292.txt
002082.jpg,data/labels/002082.txt
003456.jpg,data/labels/003456.txt
002578.jpg,data/labels/002578.txt
001722.jpg,data/labels/001722.txt
000179.jpg,data/labels/000179.txt
000161.jpg,data/labels/000161.txt
001976.jpg,data/labels/001976.txt
001392.jpg,data/labels/001392.txt
001635.jpg,data/labels/001635.txt
002569.jpg,data/labels/002569.txt
003735.jpg,data/labels/003735.txt
003820.jpg,data/labels/003820.txt
001579.jpg,data/labels/001579.txt
003958.jpg,data/labels/003958.txt
002986.jpg,data/labels/002986.txt
001766.jpg,data/labels/001766.txt
003845.jpg,data/labels/003845.txt
000065.jpg,data/labels/000065.txt
000982.jpg,data/labels/000982.txt
000202.jpg,data/labels/000202.txt
000281.jpg,data/labels/000281.txt
000471.jpg,data/labels/000471.txt
001419.jpg,data/labels/001419.txt
001676.jpg,data/labels/001676.txt
002896.jpg,data/labels/002896.txt
000655.jpg,data/labels/000655.txt
002907.jpg,data/labels/002907.txt
001805.jpg,data/labels/001805.txt
000773.jpg,data/labels/000773.txt
000685.jpg,data/labels/000685.txt
002495.jpg,data/labels/002495.txt
001639.jpg,data/labels/001639.txt
003934.jpg,data/labels/003934.txt
000558.jpg,data/labels/000558.txt
000395.jpg,data/labels/000395.txt
002320.jpg,data/labels/002320.txt
000845.jpg,data/labels/000845.txt
001910.jpg,data/labels/001910.txt
001039.jpg,data/labels/001039.txt
002840.jpg,data/labels/002840.txt
001683.jpg,data/labels/001683.txt
002480.jpg,data/labels/002480.txt
002404.jpg,data/labels/002404.txt
002257.jpg,data/labels/002257.txt
000187.jpg,data/labels/000187.txt
003694.jpg,data/labels/003694.txt
000733.jpg,data/labels/000733.txt
001838.jpg,data/labels/001838.txt
001201.jpg,data/labels/001201.txt
002888.jpg,data/labels/002888.txt
003906.jpg,data/labels/003906.txt
003395.jpg,data/labels/003395.txt
000036.jpg,data/labels/000036.txt
000194.jpg,data/labels/000194.txt
002462.jpg,data/labels/002462.txt
001123.jpg,data/labels/001123.txt
001672.jpg,data/labels/001672.txt
002427.jpg,data/labels/002427.txt
000616.jpg,data/labels/000616.txt
003577.jpg,data/labels/003577.txt
002513.jpg,data/labels/002513.txt
000930.jpg,data/labels/000930.txt
003931.jpg,data/labels/003931.txt
001079.jpg,data/labels/001079.txt
000940.jpg,data/labels/000940.txt
001657.jpg,data/labels/001657.txt
003640.jpg,data/labels/003640.txt
000648.jpg,data/labels/000648.txt
002830.jpg,data/labels/002830.txt
000519.jpg,data/labels/000519.txt
000892.jpg,data/labels/000892.txt
000220.jpg,data/labels/000220.txt
001031.jpg,data/labels/001031.txt
002445.jpg,data/labels/002445.txt
000941.jpg,data/labels/000941.txt
001314.jpg,data/labels/001314.txt
002032.jpg,data/labels/002032.txt
003386.jpg,data/labels/003386.txt
003757.jpg,data/labels/003757.txt
000745.jpg,data/labels/000745.txt
003161.jpg,data/labels/003161.txt
002471.jpg,data/labels/002471.txt
000965.jpg,data/labels/000965.txt
001950.jpg,data/labels/001950.txt
000501.jpg,data/labels/000501.txt
003163.jpg,data/labels/003163.txt
001887.jpg,data/labels/001887.txt
000260.jpg,data/labels/000260.txt
002161.jpg,data/labels/002161.txt
002283.jpg,data/labels/002283.txt
003815.jpg,data/labels/003815.txt
003392.jpg,data/labels/003392.txt
002314.jpg,data/labels/002314.txt
001792.jpg,data/labels/001792.txt
000706.jpg,data/labels/000706.txt
000456.jpg,data/labels/000456.txt
002346.jpg,data/labels/002346.txt
002209.jpg,data/labels/002209.txt
000874.jpg,data/labels/000874.txt
001509.jpg,data/labels/001509.txt
000215.jpg,data/labels/000215.txt
000535.jpg,data/labels/000535.txt
002141.jpg,data/labels/002141.txt
003844.jpg,data/labels/003844.txt
003168.jpg,data/labels/003168.txt
001678.jpg,data/labels/001678.txt
000695.jpg,data/labels/000695.txt
003664.jpg,data/labels/003664.txt
003739.jpg,data/labels/003739.txt
003279.jpg,data/labels/003279.txt
003028.jpg,data/labels/003028.txt
002130.jpg,data/labels/002130.txt
003345.jpg,data/labels/003345.txt
002347.jpg,data/labels/002347.txt
001507.jpg,data/labels/001507.txt
003149.jpg,data/labels/003149.txt
001721.jpg,data/labels/001721.txt
002060.jpg,data/labels/002060.txt
001901.jpg,data/labels/001901.txt
003838.jpg,data/labels/003838.txt
003041.jpg,data/labels/003041.txt
003056.jpg,data/labels/003056.txt
003893.jpg,data/labels/003893.txt
001544.jpg,data/labels/001544.txt
003594.jpg,data/labels/003594.txt
000638.jpg,data/labels/000638.txt
002752.jpg,data/labels/002752.txt
001549.jpg,data/labels/001549.txt
001469.jpg,data/labels/001469.txt
000539.jpg,data/labels/000539.txt
002916.jpg,data/labels/002916.txt
003039.jpg,data/labels/003039.txt
000265.jpg,data/labels/000265.txt
000143.jpg,data/labels/000143.txt
001141.jpg,data/labels/001141.txt
000756.jpg,data/labels/000756.txt
003329.jpg,data/labels/003329.txt
002388.jpg,data/labels/002388.txt
001893.jpg,data/labels/001893.txt
001555.jpg,data/labels/001555.txt
002811.jpg,data/labels/002811.txt
000319.jpg,data/labels/000319.txt
000960.jpg,data/labels/000960.txt
002887.jpg,data/labels/002887.txt
000192.jpg,data/labels/000192.txt
002680.jpg,data/labels/002680.txt
003505.jpg,data/labels/003505.txt
003603.jpg,data/labels/003603.txt
000707.jpg,data/labels/000707.txt
002224.jpg,data/labels/002224.txt
000149.jpg,data/labels/000149.txt
003230.jpg,data/labels/003230.txt
002731.jpg,data/labels/002731.txt
001020.jpg,data/labels/001020.txt
003007.jpg,data/labels/003007.txt
001590.jpg,data/labels/001590.txt
001418.jpg,data/labels/001418.txt
003112.jpg,data/labels/003112.txt
003013.jpg,data/labels/003013.txt
000693.jpg,data/labels/000693.txt
002771.jpg,data/labels/002771.txt
003105.jpg,data/labels/003105.txt
002273.jpg,data/labels/002273.txt
000408.jpg,data/labels/000408.txt
003226.jpg,data/labels/003226.txt
002487.jpg,data/labels/002487.txt
002434.jpg,data/labels/002434.txt
003822.jpg,data/labels/003822.txt
002801.jpg,data/labels/002801.txt
002901.jpg,data/labels/002901.txt
000731.jpg,data/labels/000731.txt
003487.jpg,data/labels/003487.txt
000534.jpg,data/labels/000534.txt
001790.jpg,data/labels/001790.txt
001849.jpg,data/labels/001849.txt
002769.jpg,data/labels/002769.txt
003265.jpg,data/labels/003265.txt
000752.jpg,data/labels/000752.txt
001919.jpg,data/labels/001919.txt
000568.jpg,data/labels/000568.txt
002841.jpg,data/labels/002841.txt
002329.jpg,data/labels/002329.txt
001149.jpg,data/labels/001149.txt
000951.jpg,data/labels/000951.txt
001589.jpg,data/labels/001589.txt
002575.jpg,data/labels/002575.txt
003000.jpg,data/labels/003000.txt
003148.jpg,data/labels/003148.txt
003349.jpg,data/labels/003349.txt
001199.jpg,data/labels/001199.txt
000754.jpg,data/labels/000754.txt
000922.jpg,data/labels/000922.txt
002898.jpg,data/labels/002898.txt
000621.jpg,data/labels/000621.txt
001630.jpg,data/labels/001630.txt
000842.jpg,data/labels/000842.txt
002051.jpg,data/labels/002051.txt
000689.jpg,data/labels/000689.txt
003807.jpg,data/labels/003807.txt
000954.jpg,data/labels/000954.txt
003937.jpg,data/labels/003937.txt
001687.jpg,data/labels/001687.txt
002750.jpg,data/labels/002750.txt
003940.jpg,data/labels/003940.txt
002605.jpg,data/labels/002605.txt
000077.jpg,data/labels/000077.txt
000052.jpg,data/labels/000052.txt
001754.jpg,data/labels/001754.txt
001361.jpg,data/labels/001361.txt
003753.jpg,data/labels/003753.txt
002958.jpg,data/labels/002958.txt
002741.jpg,data/labels/002741.txt
001770.jpg,data/labels/001770.txt
000551.jpg,data/labels/000551.txt
003819.jpg,data/labels/003819.txt
003205.jpg,data/labels/003205.txt
002625.jpg,data/labels/002625.txt
000257.jpg,data/labels/000257.txt
002302.jpg,data/labels/002302.txt
000784.jpg,data/labels/000784.txt
003655.jpg,data/labels/003655.txt
001446.jpg,data/labels/001446.txt
003526.jpg,data/labels/003526.txt
002020.jpg,data/labels/002020.txt
001334.jpg,data/labels/001334.txt
000266.jpg,data/labels/000266.txt
002518.jpg,data/labels/002518.txt
003322.jpg,data/labels/003322.txt
001911.jpg,data/labels/001911.txt
000669.jpg,data/labels/000669.txt
000961.jpg,data/labels/000961.txt
003539.jpg,data/labels/003539.txt
